source_id,series_id,event_time,available_at,observed_value,revision_id,change,change_percent,close,high,low,open,symbol,volume,vwap
financial_modeling_prep,SPY,2021-06-08T00:00:00Z,2021-06-08T21:00:00Z,422.28,0,-0.83,-0.19617,422.28,423.21,420.32,423.11,SPY,47134300,422.23
financial_modeling_prep,SPY,2021-06-09T00:00:00Z,2021-06-09T21:00:00Z,421.65,0,-1.53,-0.36155,421.65,423.26,421.41,423.18,SPY,48436300,422.38
financial_modeling_prep,SPY,2021-06-10T00:00:00Z,2021-06-10T21:00:00Z,423.61,0,0.65,0.15368,423.61,424.63,421.55,422.96,SPY,51020100,423.19
financial_modeling_prep,SPY,2021-06-11T00:00:00Z,2021-06-11T21:00:00Z,424.31,0,0.11,0.02593116,424.31,424.43,422.82,424.2,SPY,45570800,423.94
financial_modeling_prep,SPY,2021-06-14T00:00:00Z,2021-06-14T21:00:00Z,425.26,0,0.83,0.19556,425.26,425.37,423.1,424.43,SPY,42358500,424.54
financial_modeling_prep,SPY,2021-06-15T00:00:00Z,2021-06-15T21:00:00Z,424.48,0,-0.94,-0.22096,424.48,425.46,423.54,425.42,SPY,51508500,424.73
financial_modeling_prep,SPY,2021-06-16T00:00:00Z,2021-06-16T21:00:00Z,422.11,0,-2.52,-0.59346,422.11,424.87,419.92,424.63,SPY,80386100,422.88
financial_modeling_prep,SPY,2021-06-17T00:00:00Z,2021-06-17T21:00:00Z,421.97,0,0.3,0.07114568,421.97,423.02,419.32,421.67,SPY,90949700,421.5
financial_modeling_prep,SPY,2021-06-18T00:00:00Z,2021-06-18T21:00:00Z,414.92,0,-2.17,-0.52027,414.92,417.83,414.7,417.09,SPY,118676300,416.14
financial_modeling_prep,SPY,2021-06-21T00:00:00Z,2021-06-21T21:00:00Z,420.86,0,4.06,0.97409,420.86,421.06,415.93,416.8,SPY,72822000,418.66
financial_modeling_prep,SPY,2021-06-22T00:00:00Z,2021-06-22T21:00:00Z,423.11,0,2.26,0.53701,423.11,424,420.08,420.85,SPY,57700300,422.01
financial_modeling_prep,SPY,2021-06-23T00:00:00Z,2021-06-23T21:00:00Z,422.6,0,-0.59,-0.13942,422.6,424.05,422.51,423.19,SPY,49445400,423.09
financial_modeling_prep,SPY,2021-06-24T00:00:00Z,2021-06-24T21:00:00Z,425.1,0,0.21,0.04942456,425.1,425.55,424.62,424.89,SPY,45110300,425.04
financial_modeling_prep,SPY,2021-06-25T00:00:00Z,2021-06-25T21:00:00Z,426.61,0,0.71,0.16671,426.61,427.09,425.55,425.9,SPY,58129500,426.29
financial_modeling_prep,SPY,2021-06-28T00:00:00Z,2021-06-28T21:00:00Z,427.47,0,0.3,0.07022965,427.47,427.65,425.89,427.17,SPY,53159600,427.05
financial_modeling_prep,SPY,2021-06-29T00:00:00Z,2021-06-29T21:00:00Z,427.7,0,-0.18,-0.04206787,427.7,428.56,427.13,427.88,SPY,35970500,427.82
financial_modeling_prep,SPY,2021-06-30T00:00:00Z,2021-06-30T21:00:00Z,428.06,0,0.85,0.19897,428.06,428.78,427.18,427.21,SPY,64827900,427.81
financial_modeling_prep,SPY,2021-07-01T00:00:00Z,2021-07-01T21:00:00Z,430.43,0,1.56,0.36375,430.43,430.6,428.8,428.87,SPY,53441000,429.67
financial_modeling_prep,SPY,2021-07-02T00:00:00Z,2021-07-02T21:00:00Z,433.72,0,2.05,0.4749,433.72,434.1,430.52,431.67,SPY,57697700,432.5
financial_modeling_prep,SPY,2021-07-06T00:00:00Z,2021-07-06T21:00:00Z,432.93,0,-0.85,-0.19595,432.93,434.01,430.01,433.78,SPY,68710400,432.68
financial_modeling_prep,SPY,2021-07-07T00:00:00Z,2021-07-07T21:00:00Z,434.46,0,0.8,0.18448,434.46,434.76,431.51,433.66,SPY,63549500,433.6
financial_modeling_prep,SPY,2021-07-08T00:00:00Z,2021-07-08T21:00:00Z,430.92,0,2.14,0.49909,430.92,431.73,427.52,428.78,SPY,97595200,429.74
financial_modeling_prep,SPY,2021-07-09T00:00:00Z,2021-07-09T21:00:00Z,435.52,0,2.99,0.69128,435.52,435.84,430.71,432.53,SPY,76238600,433.65
financial_modeling_prep,SPY,2021-07-12T00:00:00Z,2021-07-12T21:00:00Z,437.08,0,1.65,0.37894,437.08,437.35,434.97,435.43,SPY,52889600,436.21
financial_modeling_prep,SPY,2021-07-13T00:00:00Z,2021-07-13T21:00:00Z,435.59,0,-0.65,-0.149,435.59,437.84,435.31,436.24,SPY,52911300,436.24
financial_modeling_prep,SPY,2021-07-14T00:00:00Z,2021-07-14T21:00:00Z,436.24,0,-1.16,-0.2652,436.24,437.92,434.91,437.4,SPY,64130400,436.62
financial_modeling_prep,SPY,2021-07-15T00:00:00Z,2021-07-15T21:00:00Z,434.75,0,-0.06,-0.01379913,434.75,435.53,432.72,434.81,SPY,55126400,434.45
financial_modeling_prep,SPY,2021-07-16T00:00:00Z,2021-07-16T21:00:00Z,431.34,0,-4.67,-1.07,431.34,436.06,430.92,436.01,SPY,75874700,433.58
financial_modeling_prep,SPY,2021-07-19T00:00:00Z,2021-07-19T21:00:00Z,424.97,0,-1.22,-0.28626,424.97,431.41,421.97,426.19,SPY,147987000,426.14
financial_modeling_prep,SPY,2021-07-20T00:00:00Z,2021-07-20T21:00:00Z,431.06,0,5.38,1.26,431.06,432.42,424.83,425.68,SPY,99608200,428.5
financial_modeling_prep,SPY,2021-07-21T00:00:00Z,2021-07-21T21:00:00Z,434.55,0,2.21,0.51117,434.55,434.7,431.01,432.34,SPY,64724400,433.15
financial_modeling_prep,SPY,2021-07-22T00:00:00Z,2021-07-22T21:00:00Z,435.46,0,0.72,0.16562,435.46,435.72,433.69,434.74,SPY,47878500,434.9
financial_modeling_prep,SPY,2021-07-23T00:00:00Z,2021-07-23T21:00:00Z,439.94,0,2.42,0.55312,439.94,440.3,436.79,437.52,SPY,63766600,438.64
financial_modeling_prep,SPY,2021-07-26T00:00:00Z,2021-07-26T21:00:00Z,441.02,0,1.71,0.38925,441.02,441.03,439.26,439.31,SPY,43719200,440.15
financial_modeling_prep,SPY,2021-07-27T00:00:00Z,2021-07-27T21:00:00Z,439.01,0,-0.9,-0.20459,439.01,439.94,435.99,439.91,SPY,67397100,438.71
financial_modeling_prep,SPY,2021-07-28T00:00:00Z,2021-07-28T21:00:00Z,438.83,0,-0.85,-0.19332,438.83,440.3,437.31,439.68,SPY,52472400,439.03
financial_modeling_prep,SPY,2021-07-29T00:00:00Z,2021-07-29T21:00:00Z,440.65,0,0.83,0.18871,440.65,441.8,439.81,439.82,SPY,47435300,440.52
financial_modeling_prep,SPY,2021-07-30T00:00:00Z,2021-07-30T21:00:00Z,438.51,0,0.6,0.13701,438.51,440.06,437.77,437.91,SPY,68951200,438.56
financial_modeling_prep,SPY,2021-08-02T00:00:00Z,2021-08-02T21:00:00Z,437.59,0,-2.75,-0.62452,437.59,440.93,437.21,440.34,SPY,58783300,439.02
financial_modeling_prep,SPY,2021-08-03T00:00:00Z,2021-08-03T21:00:00Z,441.15,0,2.71,0.6181,441.15,441.28,436.1,438.44,SPY,58053900,439.24
financial_modeling_prep,SPY,2021-08-04T00:00:00Z,2021-08-04T21:00:00Z,438.98,0,-0.8,-0.18191,438.98,441.12,438.73,439.78,SPY,46732200,439.65
financial_modeling_prep,SPY,2021-08-05T00:00:00Z,2021-08-05T21:00:00Z,441.76,0,1.54,0.34983,441.76,441.85,439.88,440.22,SPY,38969700,440.93
financial_modeling_prep,SPY,2021-08-06T00:00:00Z,2021-08-06T21:00:00Z,442.49,0,0.39,0.08821534,442.49,442.94,441.8,442.1,SPY,46930000,442.33
financial_modeling_prep,SPY,2021-08-09T00:00:00Z,2021-08-09T21:00:00Z,442.13,0,-0.33,-0.07458301,442.13,442.8,441.31,442.46,SPY,41222600,442.17
financial_modeling_prep,SPY,2021-08-10T00:00:00Z,2021-08-10T21:00:00Z,442.68,0,0.07,0.01581528,442.68,443.44,441.88,442.61,SPY,43339300,442.65
financial_modeling_prep,SPY,2021-08-11T00:00:00Z,2021-08-11T21:00:00Z,443.78,0,-0.04,-0.00901266,443.78,443.88,442.62,443.82,SPY,44034300,443.53
financial_modeling_prep,SPY,2021-08-12T00:00:00Z,2021-08-12T21:00:00Z,445.11,0,1.49,0.33587,445.11,445.26,442.66,443.62,SPY,38909400,444.16
financial_modeling_prep,SPY,2021-08-13T00:00:00Z,2021-08-13T21:00:00Z,445.92,0,0.33,0.07405911,445.92,445.94,445.07,445.59,SPY,39470300,445.63
financial_modeling_prep,SPY,2021-08-16T00:00:00Z,2021-08-16T21:00:00Z,446.97,0,2.44,0.54889,446.97,447.11,442.87,444.53,SPY,73740000,445.37
financial_modeling_prep,SPY,2021-08-17T00:00:00Z,2021-08-17T21:00:00Z,444.04,0,-0.2,-0.04502071,444.04,444.96,440.85,444.24,SPY,92673900,443.52
financial_modeling_prep,SPY,2021-08-18T00:00:00Z,2021-08-18T21:00:00Z,439.18,0,-3.78,-0.85335,439.18,444.63,438.92,442.96,SPY,89351900,441.42
financial_modeling_prep,SPY,2021-08-19T00:00:00Z,2021-08-19T21:00:00Z,439.86,0,3.59,0.82288,439.86,441.14,436.12,436.27,SPY,92812200,438.35
financial_modeling_prep,SPY,2021-08-20T00:00:00Z,2021-08-20T21:00:00Z,443.36,0,3.13,0.71099,443.36,443.71,439.71,440.23,SPY,72008700,441.75
financial_modeling_prep,SPY,2021-08-23T00:00:00Z,2021-08-23T21:00:00Z,447.26,0,2.1,0.47174,447.26,448.23,443.44,445.16,SPY,54973000,446.02
financial_modeling_prep,SPY,2021-08-24T00:00:00Z,2021-08-24T21:00:00Z,447.97,0,0,0,447.97,448.54,447.42,447.97,SPY,38744700,447.98
financial_modeling_prep,SPY,2021-08-25T00:00:00Z,2021-08-25T21:00:00Z,448.91,0,0.74,0.16512,448.91,449.46,447.77,448.17,SPY,40529700,448.58
financial_modeling_prep,SPY,2021-08-26T00:00:00Z,2021-08-26T21:00:00Z,446.26,0,-2.35,-0.52384,446.26,448.86,446.16,448.61,SPY,57829600,447.47
financial_modeling_prep,SPY,2021-08-27T00:00:00Z,2021-08-27T21:00:00Z,450.25,0,3.13,0.70004,450.25,450.65,447.06,447.12,SPY,77235100,448.77
financial_modeling_prep,SPY,2021-08-30T00:00:00Z,2021-08-30T21:00:00Z,452.23,0,1.26,0.2794,452.23,453.07,450.71,450.97,SPY,48357400,451.75
financial_modeling_prep,SPY,2021-08-31T00:00:00Z,2021-08-31T21:00:00Z,451.56,0,-0.57,-0.12607,451.56,452.49,450.92,452.13,SPY,59300200,451.78
financial_modeling_prep,SPY,2021-09-01T00:00:00Z,2021-09-01T21:00:00Z,451.8,0,-0.76,-0.16793,451.8,453.11,451.55,452.56,SPY,48721400,452.25
financial_modeling_prep,SPY,2021-09-02T00:00:00Z,2021-09-02T21:00:00Z,453.19,0,-0.13,-0.02867731,453.19,454.05,451.91,453.32,SPY,42501000,453.12
financial_modeling_prep,SPY,2021-09-03T00:00:00Z,2021-09-03T21:00:00Z,453.08,0,1.1,0.24337,453.08,453.63,451.55,451.98,SPY,47170500,452.56
financial_modeling_prep,SPY,2021-09-07T00:00:00Z,2021-09-07T21:00:00Z,451.46,0,-1.25,-0.27611,451.46,452.81,450.74,452.71,SPY,51671500,451.93
financial_modeling_prep,SPY,2021-09-08T00:00:00Z,2021-09-08T21:00:00Z,450.91,0,0.02,0.00443567,450.91,451.67,448.86,450.89,SPY,56181900,450.58
financial_modeling_prep,SPY,2021-09-09T00:00:00Z,2021-09-09T21:00:00Z,448.98,0,-1.72,-0.38163,448.98,452.57,448.72,450.7,SPY,57970400,450.24
financial_modeling_prep,SPY,2021-09-10T00:00:00Z,2021-09-10T21:00:00Z,445.44,0,-5.6,-1.24,445.44,451.49,445.31,451.04,SPY,89948200,448.32
financial_modeling_prep,SPY,2021-09-13T00:00:00Z,2021-09-13T21:00:00Z,446.58,0,-2.06,-0.45917,446.58,448.92,444.11,448.64,SPY,83738600,447.06
financial_modeling_prep,SPY,2021-09-14T00:00:00Z,2021-09-14T21:00:00Z,444.17,0,-3.95,-0.88146,444.17,448.34,443.22,448.12,SPY,78197100,445.96
financial_modeling_prep,SPY,2021-09-15T00:00:00Z,2021-09-15T21:00:00Z,447.88,0,3.26,0.73321,447.88,448.41,443.44,444.62,SPY,78792200,446.09
financial_modeling_prep,SPY,2021-09-16T00:00:00Z,2021-09-16T21:00:00Z,447.17,0,-0.15,-0.03353304,447.17,448.36,444.02,447.32,SPY,77786700,446.72
financial_modeling_prep,SPY,2021-09-17T00:00:00Z,2021-09-17T21:00:00Z,441.4,0,-3.52,-0.79115,441.4,445.37,441.02,444.92,SPY,118425000,443.18
financial_modeling_prep,SPY,2021-09-20T00:00:00Z,2021-09-20T21:00:00Z,434.04,0,-0.84,-0.19316,434.04,436.56,428.86,434.88,SPY,166445500,433.58
financial_modeling_prep,SPY,2021-09-21T00:00:00Z,2021-09-21T21:00:00Z,433.63,0,-2.9,-0.66433,433.63,437.91,433.07,436.53,SPY,92526100,435.29
financial_modeling_prep,SPY,2021-09-22T00:00:00Z,2021-09-22T21:00:00Z,437.86,0,1.81,0.41509,437.86,440.03,433.75,436.05,SPY,102350100,436.92
financial_modeling_prep,SPY,2021-09-23T00:00:00Z,2021-09-23T21:00:00Z,443.18,0,3.33,0.75708,443.18,444.89,439.6,439.85,SPY,76396000,441.88
financial_modeling_prep,SPY,2021-09-24T00:00:00Z,2021-09-24T21:00:00Z,443.91,0,2.47,0.55953,443.91,444.67,441.21,441.44,SPY,62094800,442.81
financial_modeling_prep,SPY,2021-09-27T00:00:00Z,2021-09-27T21:00:00Z,442.64,0,-0.17,-0.03839118,442.64,444.05,441.9,442.81,SPY,61371100,442.85
financial_modeling_prep,SPY,2021-09-28T00:00:00Z,2021-09-28T21:00:00Z,433.72,0,-5.97,-1.36,433.72,440.04,432.94,439.69,SPY,130436300,436.6
financial_modeling_prep,SPY,2021-09-29T00:00:00Z,2021-09-29T21:00:00Z,434.45,0,-0.74,-0.17004,434.45,437.04,433.85,435.19,SPY,82329200,435.13
financial_modeling_prep,SPY,2021-09-30T00:00:00Z,2021-09-30T21:00:00Z,429.14,0,-6.88,-1.58,429.14,436.77,428.78,436.02,SPY,140506000,432.68
financial_modeling_prep,SPY,2021-10-01T00:00:00Z,2021-10-01T21:00:00Z,434.24,0,3.26,0.75642,434.24,436.03,427.23,430.98,SPY,129240100,432.12
financial_modeling_prep,SPY,2021-10-04T00:00:00Z,2021-10-04T21:00:00Z,428.64,0,-4.36,-1.01,428.64,433.96,426.36,433,SPY,128570000,430.49
financial_modeling_prep,SPY,2021-10-05T00:00:00Z,2021-10-05T21:00:00Z,433.1,0,2.86,0.66475,433.1,435.49,429.39,430.24,SPY,90682500,432.06
financial_modeling_prep,SPY,2021-10-06T00:00:00Z,2021-10-06T21:00:00Z,434.9,0,5.63,1.31,434.9,435.12,427.54,429.27,SPY,113032200,431.71
financial_modeling_prep,SPY,2021-10-07T00:00:00Z,2021-10-07T21:00:00Z,438.66,0,0.27,0.061589,438.66,441.68,438.2,438.39,SPY,72437500,439.23
financial_modeling_prep,SPY,2021-10-08T00:00:00Z,2021-10-08T21:00:00Z,437.86,0,-1.62,-0.36862,437.86,439.89,437.19,439.48,SPY,74557400,438.61
financial_modeling_prep,SPY,2021-10-11T00:00:00Z,2021-10-11T21:00:00Z,434.69,0,-2.47,-0.56501,434.69,440.26,434.62,437.16,SPY,65233300,436.68
financial_modeling_prep,SPY,2021-10-12T00:00:00Z,2021-10-12T21:00:00Z,433.62,0,-2.05,-0.47054,433.62,436.1,432.78,435.67,SPY,71181200,434.54
financial_modeling_prep,SPY,2021-10-13T00:00:00Z,2021-10-13T21:00:00Z,435.18,0,0.47,0.10812,435.18,436.05,431.54,434.71,SPY,72974000,434.37
financial_modeling_prep,SPY,2021-10-14T00:00:00Z,2021-10-14T21:00:00Z,442.5,0,3.42,0.7789,442.5,442.66,438.58,439.08,SPY,70236800,440.7
financial_modeling_prep,SPY,2021-10-15T00:00:00Z,2021-10-15T21:00:00Z,445.87,0,1.12,0.25183,445.87,446.26,444.09,444.75,SPY,66260200,445.24
financial_modeling_prep,SPY,2021-10-18T00:00:00Z,2021-10-18T21:00:00Z,447.19,0,3.22,0.72527,447.19,447.55,443.27,443.97,SPY,62213200,445.49
financial_modeling_prep,SPY,2021-10-19T00:00:00Z,2021-10-19T21:00:00Z,450.64,0,1.72,0.38314,450.64,450.71,448.27,448.92,SPY,46996800,449.64
financial_modeling_prep,SPY,2021-10-20T00:00:00Z,2021-10-20T21:00:00Z,452.41,0,1.28,0.28373,452.41,452.73,451.01,451.13,SPY,49571600,451.82
financial_modeling_prep,SPY,2021-10-21T00:00:00Z,2021-10-21T21:00:00Z,453.59,0,1.82,0.40286,453.59,453.83,451.31,451.77,SPY,41305400,452.62
financial_modeling_prep,SPY,2021-10-22T00:00:00Z,2021-10-22T21:00:00Z,453.12,0,-0.01,-0.00220687,453.12,454.67,451.05,453.13,SPY,58845100,452.99
financial_modeling_prep,SPY,2021-10-25T00:00:00Z,2021-10-25T21:00:00Z,455.55,0,1.27,0.27956,455.55,455.9,452.39,454.28,SPY,45214500,454.53
financial_modeling_prep,SPY,2021-10-26T00:00:00Z,2021-10-26T21:00:00Z,455.96,0,-1.24,-0.27122,455.96,458.49,455.56,457.2,SPY,56075100,456.8
financial_modeling_prep,SPY,2021-10-27T00:00:00Z,2021-10-27T21:00:00Z,453.94,0,-2.51,-0.5499,453.94,457.16,453.86,456.45,SPY,72438000,455.35
financial_modeling_prep,SPY,2021-10-28T00:00:00Z,2021-10-28T21:00:00Z,458.32,0,2.86,0.62794,458.32,458.4,455.45,455.46,SPY,51437900,456.91
financial_modeling_prep,SPY,2021-10-29T00:00:00Z,2021-10-29T21:00:00Z,459.25,0,3.38,0.74144,459.25,459.56,455.56,455.87,SPY,70162400,457.56
financial_modeling_prep,SPY,2021-11-01T00:00:00Z,2021-11-01T21:00:00Z,460.04,0,-0.26,-0.0564849,460.04,460.7,458.2,460.3,SPY,48433600,459.81
financial_modeling_prep,SPY,2021-11-02T00:00:00Z,2021-11-02T21:00:00Z,461.9,0,1.68,0.36504,461.9,462.23,460.08,460.22,SPY,48908400,461.11
financial_modeling_prep,SPY,2021-11-03T00:00:00Z,2021-11-03T21:00:00Z,464.72,0,3.42,0.74138,464.72,465.15,460.83,461.3,SPY,52509800,463
financial_modeling_prep,SPY,2021-11-04T00:00:00Z,2021-11-04T21:00:00Z,466.91,0,1.55,0.33308,466.91,467,464.99,465.36,SPY,52847100,466.06
financial_modeling_prep,SPY,2021-11-05T00:00:00Z,2021-11-05T21:00:00Z,468.53,0,-0.75,-0.15982,468.53,470.65,466.92,469.28,SPY,66390600,468.85
financial_modeling_prep,SPY,2021-11-08T00:00:00Z,2021-11-08T21:00:00Z,468.93,0,-0.77,-0.16393,468.93,470.23,468.2,469.7,SPY,50405200,469.27
financial_modeling_prep,SPY,2021-11-09T00:00:00Z,2021-11-09T21:00:00Z,467.38,0,-1.94,-0.41336,467.38,469.57,465.88,469.32,SPY,51149100,468.04
financial_modeling_prep,SPY,2021-11-10T00:00:00Z,2021-11-10T21:00:00Z,463.62,0,-1.96,-0.42098,463.62,467.38,462.04,465.58,SPY,69429700,464.65
financial_modeling_prep,SPY,2021-11-11T00:00:00Z,2021-11-11T21:00:00Z,463.77,0,-1.44,-0.30954,463.77,465.29,463.75,465.21,SPY,34848500,464.5
financial_modeling_prep,SPY,2021-11-12T00:00:00Z,2021-11-12T21:00:00Z,467.27,0,2.15,0.46225,467.27,467.86,464.11,465.12,SPY,53466700,466.09
financial_modeling_prep,SPY,2021-11-15T00:00:00Z,2021-11-15T21:00:00Z,467.43,0,-1.21,-0.25819,467.43,468.81,466.23,468.64,SPY,46980500,467.78
financial_modeling_prep,SPY,2021-11-16T00:00:00Z,2021-11-16T21:00:00Z,469.28,0,2.13,0.45596,469.28,470.49,467.07,467.15,SPY,48857500,468.5
financial_modeling_prep,SPY,2021-11-17T00:00:00Z,2021-11-17T21:00:00Z,468.14,0,-0.86,-0.18337,468.14,469.19,467.48,469,SPY,47858300,468.45
financial_modeling_prep,SPY,2021-11-18T00:00:00Z,2021-11-18T21:00:00Z,469.73,0,0.49,0.10442,469.73,470.01,466.34,469.24,SPY,50625600,468.83
financial_modeling_prep,SPY,2021-11-19T00:00:00Z,2021-11-19T21:00:00Z,468.89,0,-0.72,-0.15332,468.89,470.94,468.5,469.61,SPY,57315600,469.49
financial_modeling_prep,SPY,2021-11-22T00:00:00Z,2021-11-22T21:00:00Z,467.57,0,-3.32,-0.70505,467.57,473.54,467.35,470.89,SPY,72762000,469.84
financial_modeling_prep,SPY,2021-11-23T00:00:00Z,2021-11-23T21:00:00Z,468.19,0,0.97,0.20761,468.19,469.1,464.45,467.22,SPY,73206500,467.24
financial_modeling_prep,SPY,2021-11-24T00:00:00Z,2021-11-24T21:00:00Z,469.44,0,3.38,0.72523,469.44,469.57,465.19,466.06,SPY,61858800,467.57
financial_modeling_prep,SPY,2021-11-26T00:00:00Z,2021-11-26T21:00:00Z,458.97,0,-3.37,-0.7289,458.97,463.9,457.77,462.34,SPY,112669600,460.74
financial_modeling_prep,SPY,2021-11-29T00:00:00Z,2021-11-29T21:00:00Z,464.6,0,0.53,0.11421,464.6,466.56,461.73,464.07,SPY,86268800,464.24
financial_modeling_prep,SPY,2021-11-30T00:00:00Z,2021-11-30T21:00:00Z,455.56,0,-6.44,-1.39,455.56,464.03,455.3,462,SPY,148559600,459.22
