source_id,series_id,event_time,available_at,observed_value,revision_id
fixture-source,certification-trend,2026-01-26T00:00:00Z,2026-01-26T06:00:00Z,85.0,0
fixture-source,certification-trend,2026-01-27T00:00:00Z,2026-01-27T06:00:00Z,88.0,0
fixture-source,certification-trend,2026-01-28T00:00:00Z,2026-01-28T06:00:00Z,91.0,0
fixture-source,certification-trend,2026-01-29T00:00:00Z,2026-01-29T06:00:00Z,94.0,0
fixture-source,certification-trend,2026-01-30T00:00:00Z,2026-01-30T06:00:00Z,97.0,0
fixture-source,certification-trend,2026-01-31T00:00:00Z,2026-01-31T06:00:00Z,100.0,0
fixture-source,certification-trend,2026-02-01T00:00:00Z,2026-02-01T06:00:00Z,103.0,0
fixture-source,certification-trend,2026-02-02T00:00:00Z,2026-02-02T06:00:00Z,106.0,0
fixture-source,certification-trend,2026-02-03T00:00:00Z,2026-02-03T06:00:00Z,109.0,0
fixture-source,certification-trend,2026-02-04T00:00:00Z,2026-02-04T06:00:00Z,112.0,0
fixture-source,certification-trend,2026-02-05T00:00:00Z,2026-02-05T06:00:00Z,115.0,0
fixture-source,certification-trend,2026-02-06T00:00:00Z,2026-02-06T06:00:00Z,118.0,0
fixture-source,certification-trend,2026-02-07T00:00:00Z,2026-02-07T06:00:00Z,121.0,0
fixture-source,certification-trend,2026-02-08T00:00:00Z,2026-02-08T06:00:00Z,124.0,0
fixture-source,certification-trend,2026-02-09T00:00:00Z,2026-02-09T06:00:00Z,127.0,0
fixture-source,certification-trend,2026-02-10T00:00:00Z,2026-02-10T06:00:00Z,130.0,0
fixture-source,certification-trend,2026-02-11T00:00:00Z,2026-02-11T06:00:00Z,133.0,0
fixture-source,certification-trend,2026-02-12T00:00:00Z,2026-02-12T06:00:00Z,136.0,0
fixture-source,certification-trend,2026-02-13T00:00:00Z,2026-02-13T06:00:00Z,139.0,0
fixture-source,certification-trend,2026-02-14T00:00:00Z,2026-02-14T06:00:00Z,142.0,0
fixture-source,certification-trend,2026-02-15T00:00:00Z,2026-02-15T06:00:00Z,145.0,0
fixture-source,certification-trend,2026-02-16T00:00:00Z,2026-02-16T06:00:00Z,148.0,0
fixture-source,certification-trend,2026-02-17T00:00:00Z,2026-02-17T06:00:00Z,151.0,0
fixture-source,certification-trend,2026-02-18T00:00:00Z,2026-02-18T06:00:00Z,154.0,0
fixture-source,certification-trend,2026-02-19T00:00:00Z,2026-02-19T06:00:00Z,157.0,0
fixture-source,certification-trend,2026-02-20T00:00:00Z,2026-02-20T06:00:00Z,160.0,0
fixture-source,certification-trend,2026-02-21T00:00:00Z,2026-02-21T06:00:00Z,163.0,0
fixture-source,certification-trend,2026-02-22T00:00:00Z,2026-02-22T06:00:00Z,166.0,0
fixture-source,certification-trend,2026-02-23T00:00:00Z,2026-02-23T06:00:00Z,169.0,0
fixture-source,certification-trend,2026-02-24T00:00:00Z,2026-02-24T06:00:00Z,172.0,0
fixture-source,certification-trend,2026-02-25T00:00:00Z,2026-02-25T06:00:00Z,175.0,0
fixture-source,certification-trend,2026-02-26T00:00:00Z,2026-02-26T06:00:00Z,178.0,0
fixture-source,certification-trend,2026-02-27T00:00:00Z,2026-02-27T06:00:00Z,181.0,0
fixture-source,certification-trend,2026-02-28T00:00:00Z,2026-02-28T06:00:00Z,184.0,0
fixture-source,certification-trend,2026-03-01T00:00:00Z,2026-03-01T06:00:00Z,187.0,0
