source_id,series_id,event_time,available_at,observed_value,revision_id,change,change_percent,close,high,low,open,previous_close,symbol,volume,vwap
financial_modeling_prep,SPY,2021-07-20T00:00:00Z,2021-07-20T21:00:00Z,0.014330423323999364,0,5.38,1.26,431.06,432.42,424.83,425.68,424.97,SPY,99608200,428.5
financial_modeling_prep,SPY,2021-07-21T00:00:00Z,2021-07-21T21:00:00Z,0.00809632069781463,0,2.21,0.51117,434.55,434.7,431.01,432.34,431.06,SPY,64724400,433.15
financial_modeling_prep,SPY,2021-07-22T00:00:00Z,2021-07-22T21:00:00Z,0.002094120354389606,0,0.72,0.16562,435.46,435.72,433.69,434.74,434.55,SPY,47878500,434.9
financial_modeling_prep,SPY,2021-07-23T00:00:00Z,2021-07-23T21:00:00Z,0.010287971340651403,0,2.42,0.55312,439.94,440.3,436.79,437.52,435.46,SPY,63766600,438.64
financial_modeling_prep,SPY,2021-07-26T00:00:00Z,2021-07-26T21:00:00Z,0.002454880210937871,0,1.71,0.38925,441.02,441.03,439.26,439.31,439.94,SPY,43719200,440.15
financial_modeling_prep,SPY,2021-07-27T00:00:00Z,2021-07-27T21:00:00Z,-0.0045576164346288195,0,-0.9,-0.20459,439.01,439.94,435.99,439.91,441.02,SPY,67397100,438.71
financial_modeling_prep,SPY,2021-07-28T00:00:00Z,2021-07-28T21:00:00Z,-0.00041001343932944856,0,-0.85,-0.19332,438.83,440.3,437.31,439.68,439.01,SPY,52472400,439.03
financial_modeling_prep,SPY,2021-07-29T00:00:00Z,2021-07-29T21:00:00Z,0.004147391928537303,0,0.83,0.18871,440.65,441.8,439.81,439.82,438.83,SPY,47435300,440.52
financial_modeling_prep,SPY,2021-07-30T00:00:00Z,2021-07-30T21:00:00Z,-0.004856462044706689,0,0.6,0.13701,438.51,440.06,437.77,437.91,440.65,SPY,68951200,438.56
financial_modeling_prep,SPY,2021-08-02T00:00:00Z,2021-08-02T21:00:00Z,-0.002098013728307313,0,-2.75,-0.62452,437.59,440.93,437.21,440.34,438.51,SPY,58783300,439.02
financial_modeling_prep,SPY,2021-08-03T00:00:00Z,2021-08-03T21:00:00Z,0.00813546927489206,0,2.71,0.6181,441.15,441.28,436.1,438.44,437.59,SPY,58053900,439.24
financial_modeling_prep,SPY,2021-08-04T00:00:00Z,2021-08-04T21:00:00Z,-0.0049189618043747885,0,-0.8,-0.18191,438.98,441.12,438.73,439.78,441.15,SPY,46732200,439.65
financial_modeling_prep,SPY,2021-08-05T00:00:00Z,2021-08-05T21:00:00Z,0.006332862544990547,0,1.54,0.34983,441.76,441.85,439.88,440.22,438.98,SPY,38969700,440.93
financial_modeling_prep,SPY,2021-08-06T00:00:00Z,2021-08-06T21:00:00Z,0.001652480985150362,0,0.39,0.08821534,442.49,442.94,441.8,442.1,441.76,SPY,46930000,442.33
financial_modeling_prep,SPY,2021-08-09T00:00:00Z,2021-08-09T21:00:00Z,-0.0008135777079708584,0,-0.33,-0.07458301,442.13,442.8,441.31,442.46,442.49,SPY,41222600,442.17
financial_modeling_prep,SPY,2021-08-10T00:00:00Z,2021-08-10T21:00:00Z,0.0012439780155157898,0,0.07,0.01581528,442.68,443.44,441.88,442.61,442.13,SPY,43339300,442.65
financial_modeling_prep,SPY,2021-08-11T00:00:00Z,2021-08-11T21:00:00Z,0.002484864913707252,0,-0.04,-0.00901266,443.78,443.88,442.62,443.82,442.68,SPY,44034300,443.53
financial_modeling_prep,SPY,2021-08-12T00:00:00Z,2021-08-12T21:00:00Z,0.002996980485826306,0,1.49,0.33587,445.11,445.26,442.66,443.62,443.78,SPY,38909400,444.16
financial_modeling_prep,SPY,2021-08-13T00:00:00Z,2021-08-13T21:00:00Z,0.0018197748871064956,0,0.33,0.07405911,445.92,445.94,445.07,445.59,445.11,SPY,39470300,445.63
financial_modeling_prep,SPY,2021-08-16T00:00:00Z,2021-08-16T21:00:00Z,0.002354682454251966,0,2.44,0.54889,446.97,447.11,442.87,444.53,445.92,SPY,73740000,445.37
financial_modeling_prep,SPY,2021-08-17T00:00:00Z,2021-08-17T21:00:00Z,-0.006555249793050999,0,-0.2,-0.04502071,444.04,444.96,440.85,444.24,446.97,SPY,92673900,443.52
financial_modeling_prep,SPY,2021-08-18T00:00:00Z,2021-08-18T21:00:00Z,-0.01094495991352129,0,-3.78,-0.85335,439.18,444.63,438.92,442.96,444.04,SPY,89351900,441.42
financial_modeling_prep,SPY,2021-08-19T00:00:00Z,2021-08-19T21:00:00Z,0.0015483400883464782,0,3.59,0.82288,439.86,441.14,436.12,436.27,439.18,SPY,92812200,438.35
financial_modeling_prep,SPY,2021-08-20T00:00:00Z,2021-08-20T21:00:00Z,0.007957077251852906,0,3.13,0.71099,443.36,443.71,439.71,440.23,439.86,SPY,72008700,441.75
financial_modeling_prep,SPY,2021-08-23T00:00:00Z,2021-08-23T21:00:00Z,0.008796463370624341,0,2.1,0.47174,447.26,448.23,443.44,445.16,443.36,SPY,54973000,446.02
financial_modeling_prep,SPY,2021-08-24T00:00:00Z,2021-08-24T21:00:00Z,0.0015874435451415092,0,0,0,447.97,448.54,447.42,447.97,447.26,SPY,38744700,447.98
financial_modeling_prep,SPY,2021-08-25T00:00:00Z,2021-08-25T21:00:00Z,0.002098354800544655,0,0.74,0.16512,448.91,449.46,447.77,448.17,447.97,SPY,40529700,448.58
financial_modeling_prep,SPY,2021-08-26T00:00:00Z,2021-08-26T21:00:00Z,-0.005903187721369663,0,-2.35,-0.52384,446.26,448.86,446.16,448.61,448.91,SPY,57829600,447.47
financial_modeling_prep,SPY,2021-08-27T00:00:00Z,2021-08-27T21:00:00Z,0.008940976112580046,0,3.13,0.70004,450.25,450.65,447.06,447.12,446.26,SPY,77235100,448.77
financial_modeling_prep,SPY,2021-08-30T00:00:00Z,2021-08-30T21:00:00Z,0.004397556912826284,0,1.26,0.2794,452.23,453.07,450.71,450.97,450.25,SPY,48357400,451.75
financial_modeling_prep,SPY,2021-08-31T00:00:00Z,2021-08-31T21:00:00Z,-0.0014815470004201359,0,-0.57,-0.12607,451.56,452.49,450.92,452.13,452.23,SPY,59300200,451.78
financial_modeling_prep,SPY,2021-09-01T00:00:00Z,2021-09-01T21:00:00Z,0.0005314908317832767,0,-0.76,-0.16793,451.8,453.11,451.55,452.56,451.56,SPY,48721400,452.25
financial_modeling_prep,SPY,2021-09-02T00:00:00Z,2021-09-02T21:00:00Z,0.003076582558654284,0,-0.13,-0.02867731,453.19,454.05,451.91,453.32,451.8,SPY,42501000,453.12
financial_modeling_prep,SPY,2021-09-03T00:00:00Z,2021-09-03T21:00:00Z,-0.00024272380237877478,0,1.1,0.24337,453.08,453.63,451.55,451.98,453.19,SPY,47170500,452.56
financial_modeling_prep,SPY,2021-09-07T00:00:00Z,2021-09-07T21:00:00Z,-0.0035755275006621456,0,-1.25,-0.27611,451.46,452.81,450.74,452.71,453.08,SPY,51671500,451.93
financial_modeling_prep,SPY,2021-09-08T00:00:00Z,2021-09-08T21:00:00Z,-0.0012182696141407323,0,0.02,0.00443567,450.91,451.67,448.86,450.89,451.46,SPY,56181900,450.58
financial_modeling_prep,SPY,2021-09-09T00:00:00Z,2021-09-09T21:00:00Z,-0.0042802333059812625,0,-1.72,-0.38163,448.98,452.57,448.72,450.7,450.91,SPY,57970400,450.24
financial_modeling_prep,SPY,2021-09-10T00:00:00Z,2021-09-10T21:00:00Z,-0.007884538286783371,0,-5.6,-1.24,445.44,451.49,445.31,451.04,448.98,SPY,89948200,448.32
financial_modeling_prep,SPY,2021-09-13T00:00:00Z,2021-09-13T21:00:00Z,0.002559267241379226,0,-2.06,-0.45917,446.58,448.92,444.11,448.64,445.44,SPY,83738600,447.06
financial_modeling_prep,SPY,2021-09-14T00:00:00Z,2021-09-14T21:00:00Z,-0.005396569483631097,0,-3.95,-0.88146,444.17,448.34,443.22,448.12,446.58,SPY,78197100,445.96
financial_modeling_prep,SPY,2021-09-15T00:00:00Z,2021-09-15T21:00:00Z,0.008352657766170557,0,3.26,0.73321,447.88,448.41,443.44,444.62,444.17,SPY,78792200,446.09
financial_modeling_prep,SPY,2021-09-16T00:00:00Z,2021-09-16T21:00:00Z,-0.0015852460480485497,0,-0.15,-0.03353304,447.17,448.36,444.02,447.32,447.88,SPY,77786700,446.72
financial_modeling_prep,SPY,2021-09-17T00:00:00Z,2021-09-17T21:00:00Z,-0.01290337008296627,0,-3.52,-0.79115,441.4,445.37,441.02,444.92,447.17,SPY,118425000,443.18
financial_modeling_prep,SPY,2021-09-20T00:00:00Z,2021-09-20T21:00:00Z,-0.016674218396012574,0,-0.84,-0.19316,434.04,436.56,428.86,434.88,441.4,SPY,166445500,433.58
financial_modeling_prep,SPY,2021-09-21T00:00:00Z,2021-09-21T21:00:00Z,-0.0009446133996867667,0,-2.9,-0.66433,433.63,437.91,433.07,436.53,434.04,SPY,92526100,435.29
financial_modeling_prep,SPY,2021-09-22T00:00:00Z,2021-09-22T21:00:00Z,0.009754860134215892,0,1.81,0.41509,437.86,440.03,433.75,436.05,433.63,SPY,102350100,436.92
financial_modeling_prep,SPY,2021-09-23T00:00:00Z,2021-09-23T21:00:00Z,0.012150002283835004,0,3.33,0.75708,443.18,444.89,439.6,439.85,437.86,SPY,76396000,441.88
financial_modeling_prep,SPY,2021-09-24T00:00:00Z,2021-09-24T21:00:00Z,0.0016471862448665942,0,2.47,0.55953,443.91,444.67,441.21,441.44,443.18,SPY,62094800,442.81
financial_modeling_prep,SPY,2021-09-27T00:00:00Z,2021-09-27T21:00:00Z,-0.0028609402806876183,0,-0.17,-0.03839118,442.64,444.05,441.9,442.81,443.91,SPY,61371100,442.85
financial_modeling_prep,SPY,2021-09-28T00:00:00Z,2021-09-28T21:00:00Z,-0.02015181637448027,0,-5.97,-1.36,433.72,440.04,432.94,439.69,442.64,SPY,130436300,436.6
financial_modeling_prep,SPY,2021-09-29T00:00:00Z,2021-09-29T21:00:00Z,0.0016831135294659294,0,-0.74,-0.17004,434.45,437.04,433.85,435.19,433.72,SPY,82329200,435.13
financial_modeling_prep,SPY,2021-09-30T00:00:00Z,2021-09-30T21:00:00Z,-0.012222350097824797,0,-6.88,-1.58,429.14,436.77,428.78,436.02,434.45,SPY,140506000,432.68
financial_modeling_prep,SPY,2021-10-01T00:00:00Z,2021-10-01T21:00:00Z,0.011884233583445925,0,3.26,0.75642,434.24,436.03,427.23,430.98,429.14,SPY,129240100,432.12
financial_modeling_prep,SPY,2021-10-04T00:00:00Z,2021-10-04T21:00:00Z,-0.012896094325718588,0,-4.36,-1.01,428.64,433.96,426.36,433,434.24,SPY,128570000,430.49
financial_modeling_prep,SPY,2021-10-05T00:00:00Z,2021-10-05T21:00:00Z,0.010405001866368169,0,2.86,0.66475,433.1,435.49,429.39,430.24,428.64,SPY,90682500,432.06
financial_modeling_prep,SPY,2021-10-06T00:00:00Z,2021-10-06T21:00:00Z,0.004156084045255026,0,5.63,1.31,434.9,435.12,427.54,429.27,433.1,SPY,113032200,431.71
financial_modeling_prep,SPY,2021-10-07T00:00:00Z,2021-10-07T21:00:00Z,0.008645665670269143,0,0.27,0.061589,438.66,441.68,438.2,438.39,434.9,SPY,72437500,439.23
financial_modeling_prep,SPY,2021-10-08T00:00:00Z,2021-10-08T21:00:00Z,-0.0018237359230384165,0,-1.62,-0.36862,437.86,439.89,437.19,439.48,438.66,SPY,74557400,438.61
financial_modeling_prep,SPY,2021-10-11T00:00:00Z,2021-10-11T21:00:00Z,-0.007239756999954383,0,-2.47,-0.56501,434.69,440.26,434.62,437.16,437.86,SPY,65233300,436.68
financial_modeling_prep,SPY,2021-10-12T00:00:00Z,2021-10-12T21:00:00Z,-0.002461524304676832,0,-2.05,-0.47054,433.62,436.1,432.78,435.67,434.69,SPY,71181200,434.54
financial_modeling_prep,SPY,2021-10-13T00:00:00Z,2021-10-13T21:00:00Z,0.00359762003597619,0,0.47,0.10812,435.18,436.05,431.54,434.71,433.62,SPY,72974000,434.37
financial_modeling_prep,SPY,2021-10-14T00:00:00Z,2021-10-14T21:00:00Z,0.016820625947883583,0,3.42,0.7789,442.5,442.66,438.58,439.08,435.18,SPY,70236800,440.7
financial_modeling_prep,SPY,2021-10-15T00:00:00Z,2021-10-15T21:00:00Z,0.007615819209039643,0,1.12,0.25183,445.87,446.26,444.09,444.75,442.5,SPY,66260200,445.24
financial_modeling_prep,SPY,2021-10-18T00:00:00Z,2021-10-18T21:00:00Z,0.0029605041828335565,0,3.22,0.72527,447.19,447.55,443.27,443.97,445.87,SPY,62213200,445.49
financial_modeling_prep,SPY,2021-10-19T00:00:00Z,2021-10-19T21:00:00Z,0.007714841566224706,0,1.72,0.38314,450.64,450.71,448.27,448.92,447.19,SPY,46996800,449.64
financial_modeling_prep,SPY,2021-10-20T00:00:00Z,2021-10-20T21:00:00Z,0.003927747203976706,0,1.28,0.28373,452.41,452.73,451.01,451.13,450.64,SPY,49571600,451.82
financial_modeling_prep,SPY,2021-10-21T00:00:00Z,2021-10-21T21:00:00Z,0.002608253575296704,0,1.82,0.40286,453.59,453.83,451.31,451.77,452.41,SPY,41305400,452.62
financial_modeling_prep,SPY,2021-10-22T00:00:00Z,2021-10-22T21:00:00Z,-0.0010361780462531112,0,-0.01,-0.00220687,453.12,454.67,451.05,453.13,453.59,SPY,58845100,452.99
financial_modeling_prep,SPY,2021-10-25T00:00:00Z,2021-10-25T21:00:00Z,0.005362817796610075,0,1.27,0.27956,455.55,455.9,452.39,454.28,453.12,SPY,45214500,454.53
financial_modeling_prep,SPY,2021-10-26T00:00:00Z,2021-10-26T21:00:00Z,0.0009000109757435482,0,-1.24,-0.27122,455.96,458.49,455.56,457.2,455.55,SPY,56075100,456.8
financial_modeling_prep,SPY,2021-10-27T00:00:00Z,2021-10-27T21:00:00Z,-0.004430213176594422,0,-2.51,-0.5499,453.94,457.16,453.86,456.45,455.96,SPY,72438000,455.35
financial_modeling_prep,SPY,2021-10-28T00:00:00Z,2021-10-28T21:00:00Z,0.00964885227122525,0,2.86,0.62794,458.32,458.4,455.45,455.46,453.94,SPY,51437900,456.91
financial_modeling_prep,SPY,2021-10-29T00:00:00Z,2021-10-29T21:00:00Z,0.0020291499389073486,0,3.38,0.74144,459.25,459.56,455.56,455.87,458.32,SPY,70162400,457.56
financial_modeling_prep,SPY,2021-11-01T00:00:00Z,2021-11-01T21:00:00Z,0.0017201959716930393,0,-0.26,-0.0564849,460.04,460.7,458.2,460.3,459.25,SPY,48433600,459.81
financial_modeling_prep,SPY,2021-11-02T00:00:00Z,2021-11-02T21:00:00Z,0.0040431266846361336,0,1.68,0.36504,461.9,462.23,460.08,460.22,460.04,SPY,48908400,461.11
financial_modeling_prep,SPY,2021-11-03T00:00:00Z,2021-11-03T21:00:00Z,0.006105217579562838,0,3.42,0.74138,464.72,465.15,460.83,461.3,461.9,SPY,52509800,463
financial_modeling_prep,SPY,2021-11-04T00:00:00Z,2021-11-04T21:00:00Z,0.004712515062833544,0,1.55,0.33308,466.91,467,464.99,465.36,464.72,SPY,52847100,466.06
financial_modeling_prep,SPY,2021-11-05T00:00:00Z,2021-11-05T21:00:00Z,0.0034696194127346036,0,-0.75,-0.15982,468.53,470.65,466.92,469.28,466.91,SPY,66390600,468.85
financial_modeling_prep,SPY,2021-11-08T00:00:00Z,2021-11-08T21:00:00Z,0.0008537340191663301,0,-0.77,-0.16393,468.93,470.23,468.2,469.7,468.53,SPY,50405200,469.27
